Model,Accuracy,Recall,Precision,F1-Score
RF,0.999,0.5714285714285714,0.8,0.6666666666666666
DT,0.999,0.5714285714285714,0.8,0.6666666666666666
LR,0.99825,0.14285714285714285,0.5,0.2222222222222222
NB,0.97875,0.7142857142857143,0.056818181818181816,0.10526315789473684
ANN,0.99825,0.14285714285714285,0.5,0.2222222222222222
