is_ga,auc,f1,precision,recall,accuracy
False,0.9317965101510446,0.4139951088645695,0.3583562086552542,0.7466666666666667,0.9939727309965475
True,0.9202442503468354,0.3725975553715129,0.31928264935588113,0.732,0.9880227046638188
